id	over/under	perc_associated_study	perc_associated_pop	fold_enrichment_study2pop	study_count	study_n	pop_count	pop_n	p_uncorrected	FDR	description	ANs_study
.....GO:0006283	o	0.356	0.267	1.333	4	1123	3	1123	1	1	transcription-coupled nucleotide-excision repair	P17629, P53552, Q07478, Q12159
....GO:0006113	o	0.356	0.267	1.333	4	1123	3	1123	1	1	fermentation	P06169, P07246, P54838, Q01574
...GO:2000241	o	0.356	0.267	1.333	4	1123	3	1123	1	1	regulation of reproductive process	P22082, P32591, P39010, P53860
.....GO:0006561	o	0.356	0.267	1.333	4	1123	3	1123	1	1	proline biosynthetic process	P07275, P07991, P32264, P54885
......GO:0006744	o	0.356	0.267	1.333	4	1123	3	1123	1	1	ubiquinone biosynthetic process	P48360, P49017, P53318, Q05779
.....GO:0006743	o	0.356	0.267	1.333	4	1123	3	1123	1	1	ubiquinone metabolic process	P48360, P49017, P53318, Q05779
.....GO:0000741	o	0.356	0.267	1.333	4	1123	3	1123	1	1	karyogamy	P06787, P16474, P22147, P32380
....GO:0016628	o	0.356	0.267	1.333	4	1123	3	1123	1	1	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	P07149, P32462, P32614, P38071
...GO:0033254	o	0.356	0.267	1.333	4	1123	3	1123	1	1	vacuolar transporter chaperone complex	P40046, P43585, P47075, Q02725
...GO:0008379	o	0.356	0.267	1.333	4	1123	3	1123	1	1	thioredoxin peroxidase activity	P34227, P34760, P38013, P40553
........GO:0006825	o	0.356	0.267	1.333	4	1123	3	1123	1	1	copper ion transport	P38636, P40202, P49573, Q12287
...GO:0051213	o	0.356	0.267	1.333	4	1123	3	1123	1	1	dioxygenase activity	P23180, P39676, P39956, Q03833
......GO:0033157	o	0.356	0.267	1.333	4	1123	3	1123	1	1	regulation of intracellular protein transport	P29295, P40075, P40457, Q02455
.........GO:0044205	o	0.356	0.267	1.333	4	1123	3	1123	1	1	'de novo' UMP biosynthetic process	P07259, P13298, P20051, P28272
.....GO:0031429	o	0.356	0.267	1.333	4	1123	3	1123	1	1	box H/ACA snoRNP complex	P32495, P33322, Q03532, Q6Q547
........GO:0006177	o	0.356	0.267	1.333	4	1123	3	1123	1	1	GMP biosynthetic process	P38625, P50094, P50095, Q04178
.......GO:0019413	o	0.356	0.267	1.333	4	1123	3	1123	1	1	acetate biosynthetic process	P40047, P46367, P54115, Q04545
.......GO:0046822	o	0.356	0.267	1.333	4	1123	3	1123	1	1	regulation of nucleocytoplasmic transport	P40075, P40160, P40457, Q02455
......GO:0006323	o	0.356	0.267	1.333	4	1123	3	1123	1	1	DNA packaging	P53551, Q02486, Q03973, Q04002
...GO:0071629	o	0.356	0.267	1.333	4	1123	3	1123	1	1	cytoplasm-associated proteasomal ubiquitin-dependent protein catabolic process	P15731, P19812, P25694, P53044
......GO:0009147	o	0.356	0.267	1.333	4	1123	3	1123	1	1	pyrimidine nucleoside triphosphate metabolic process	P06785, P28274, P36010, P47119
.....GO:0003725	o	0.356	0.267	1.333	4	1123	3	1123	1	1	double-stranded RNA binding	P06634, P15424, P34167, P38801
........GO:0071038	o	0.356	0.267	1.333	4	1123	3	1123	1	1	nuclear polyadenylation-dependent tRNA catabolic process	P47047, P48240, Q08162, Q12149
.....GO:0004375	o	0.356	0.267	1.333	4	1123	3	1123	1	1	glycine dehydrogenase (decarboxylating) activity	P09624, P39726, P48015, P49095
.....GO:0004022	o	0.356	0.267	1.333	4	1123	3	1123	1	1	alcohol dehydrogenase (NAD) activity	P00330, P00331, P07246, P32771
.....GO:0034063	o	0.356	0.267	1.333	4	1123	3	1123	1	1	stress granule assembly	P39517, P39935, P45978, P53297
.....GO:0002161	o	0.356	0.267	1.333	4	1123	3	1123	1	1	aminoacyl-tRNA editing activity	P07806, P09436, P26637, P38708
....GO:0001083	o	0.356	0.267	1.333	4	1123	3	1123	1	1	RNA polymerase II basal transcription factor binding transcription factor activity	P19659, P29055, P38351, Q06697
.......GO:0006546	o	0.356	0.267	1.333	4	1123	3	1123	1	1	glycine catabolic process	P09624, P39726, P48015, P49095
....GO:0035999	o	0.356	0.267	1.333	4	1123	3	1123	1	1	tetrahydrofolate interconversion	P07245, P09440, P37291, P37292
....GO:0033553	o	0.356	0.267	1.333	4	1123	3	1123	1	1	rDNA heterochromatin	P27692, P38882, P53276, Q03973
.....GO:1901663	o	0.356	0.267	1.333	4	1123	3	1123	1	1	quinone biosynthetic process	P48360, P49017, P53318, Q05779
....GO:1901661	o	0.356	0.267	1.333	4	1123	3	1123	1	1	quinone metabolic process	P48360, P49017, P53318, Q05779
......GO:0046173	o	0.356	0.267	1.333	4	1123	3	1123	1	1	polyol biosynthetic process	P39714, P40106, P41277, Q06685
....GO:0072588	o	0.356	0.267	1.333	4	1123	3	1123	1	1	box H/ACA RNP complex	P32495, P33322, Q03532, Q6Q547
......GO:0071071	o	0.356	0.267	1.333	4	1123	3	1123	1	1	regulation of phospholipid biosynthetic process	P24280, P31385, P39001, Q03833
...GO:0043900	o	0.356	0.267	1.333	4	1123	3	1123	1	1	regulation of multi-organism process	P20134, P22082, P39010, P53860
.......GO:0016078	o	0.356	0.267	1.333	4	1123	3	1123	1	1	tRNA catabolic process	P47047, P48240, Q08162, Q12149
.....GO:0015074	o	0.356	0.267	1.333	4	1123	3	1123	1	1	DNA integration	P0C2I9, P13393, P29056, Q03434
....GO:0007126	o	0.356	0.267	1.333	4	1123	3	1123	1	1	meiotic nuclear division	P21965, P32597, P35169, P38934
.....GO:0016417	o	0.356	0.267	1.333	4	1123	3	1123	1	1	S-acyltransferase activity	P07149, P12695, P19262, P39010
......GO:0000491	o	0.356	0.267	1.333	4	1123	3	1123	1	1	small nucleolar ribonucleoprotein complex assembly	P02829, P15108, P38768, Q03940
.......GO:0000492	o	0.356	0.267	1.333	4	1123	3	1123	1	1	box C/D snoRNP assembly	P02829, P15108, P38768, Q03940
...GO:0005960	o	0.356	0.267	1.333	4	1123	3	1123	1	1	glycine cleavage complex	P09624, P39726, P48015, P49095
.....GO:0016409	o	0.356	0.267	1.333	4	1123	3	1123	1	1	palmitoyltransferase activity	P07149, P36015, P39010, P40970
....GO:0071310	o	0.356	0.267	1.333	4	1123	3	1123	1	1	cellular response to organic substance	P07248, P40466, P40535, P41696
....GO:0042181	o	0.356	0.267	1.333	4	1123	3	1123	1	1	ketone biosynthetic process	P48360, P49017, P53318, Q05779
....GO:0016642	o	0.356	0.267	1.333	4	1123	3	1123	1	1	oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor	P09624, P39726, P48015, P49095
.......GO:0031118	o	0.356	0.267	1.333	4	1123	3	1123	1	1	rRNA pseudouridine synthesis	P32495, P33322, Q08647, Q6Q547
....GO:0031461	o	0.356	0.267	1.333	4	1123	3	1123	1	1	cullin-RING ubiquitin ligase complex	P09798, P14682, P38850, Q12018
....GO:0008017	o	0.356	0.267	1.333	4	1123	3	1123	1	1	microtubule binding	P53148, P53168, P53267, Q06440
...GO:0043933	o	21.995	16.563	1.328	247	1123	186	1123	0.00131	0.0873	macromolecular complex subunit organization	P01123, P02293, P02309, P02407, P02829, P04037, P04456, P04911, P05030, P05317, P05453, P05626, P05739, P05759, P06101, P06634, P06778, P06786, P06787, P06843, P07248, P07253, P09064, P0C0W9, P0CX47, P0CX53, P10591, P11484, P11632, P11633, P12385, P13393, P13712, P14126, P14164, P14832, P14922, P15108, P15646, P16140, P16521, P16649, P17106, P17536, P18480, P18888, P19659, P19882, P20095, P20449, P21560, P21576, P21951, P22082, P22579, P23255, P23615, P24384, P24783, P25343, P25357, P25369, P25554, P25694, P26321, P27476, P28004, P28320, P29055, P29056, P31385, P31539, P32447, P32457, P32468, P32494, P32497, P32499, P32504, P32558, P32561, P32563, P32565, P32571, P32591, P32597, P32599, P32602, P32639, P32657, P32832, P32892, P32911, P33201, P33297, P33298, P33299, P33309, P33411, P34167, P34730, P35177, P35189, P35817, P35997, P36053, P36084, P36124, P36160, P36775, P38129, P38144, P38199, P38249, P38255, P38345, P38351, P38431, P38768, P38803, P38805, P38827, P38883, P38910, P38911, P39001, P39517, P39730, P39925, P39935, P39952, P39956, P40005, P40019, P40040, P40154, P40161, P40327, P40457, P40466, P40491, P40505, P41805, P41813, P41895, P41896, P43572, P43579, P43583, P43588, P43609, P45978, P46678, P47117, P48510, P48570, P48606, P50105, P52553, P52910, P53040, P53064, P53165, P53193, P53297, P53549, P53551, P53743, P53865, P53946, P53973, P60010, P61830, P80428, P89105, Q01448, Q01560, Q01574, Q01939, Q02159, Q02206, Q02326, Q02336, Q02455, Q02555, Q02647, Q02775, Q02892, Q02908, Q03012, Q03048, Q03195, Q03330, Q03388, Q03750, Q03761, Q03790, Q03833, Q03880, Q03940, Q04003, Q04067, Q04226, Q04401, Q04693, Q04779, Q04947, Q05021, Q05123, Q05166, Q05580, Q05775, Q05933, Q05942, Q06106, Q06205, Q06337, Q06411, Q06440, Q06505, Q06629, Q06639, Q06697, Q07457, Q07458, Q07794, Q07953, Q08237, Q08421, Q08649, Q08923, Q08925, Q12060, Q12287, Q12309, Q12345, Q12377, Q12389, Q12402, Q12433, Q12434, Q12447, Q12495, Q12513, Q12692, Q99216, Q99314
....GO:0048522	o	11.220	8.459	1.326	126	1123	95	1123	0.0334	0.862	positive regulation of cellular process	O13297, O14467, P00445, P01120, P02829, P05755, P07248, P07253, P07278, P09959, P12383, P13574, P14164, P14832, P14922, P15873, P17106, P17157, P17891, P18480, P18888, P19263, P19659, P20134, P21560, P21957, P22035, P22082, P22141, P22147, P22579, P23293, P23301, P23615, P25302, P25357, P25443, P25451, P25502, P25554, P25694, P27692, P28707, P29547, P31378, P31385, P32324, P32340, P32432, P32447, P32468, P32558, P32561, P32582, P32591, P33297, P33298, P33299, P33309, P34216, P35817, P36053, P38074, P38144, P38255, P38300, P38351, P38827, P38882, P38931, P39001, P39073, P39520, P39521, P39678, P40327, P40466, P40489, P40505, P40513, P40535, P41696, P41813, P41895, P43572, P43583, P46678, P47117, P49687, P52553, P53044, P53064, P53165, P53168, P53267, P53276, P53297, P53313, P53549, P53551, P53628, P53973, P89105, Q01389, Q01560, Q01939, Q02336, Q02455, Q03195, Q03330, Q03790, Q03833, Q04779, Q05123, Q05933, Q05958, Q06440, Q06671, Q06679, Q06697, Q08179, Q08649, Q08887, Q08923, Q12363, Q12514
....GO:0043038	o	2.226	1.692	1.316	25	1123	19	1123	0.447	1	amino acid activation	P00958, P04801, P04802, P04803, P07263, P07284, P07806, P09436, P13188, P15180, P15624, P15625, P26637, P36421, P38088, P38705, P38707, P38708, P40825, P46655, P46672, P48525, P53852, Q05506, Q12109
.....GO:0043039	o	2.226	1.692	1.316	25	1123	19	1123	0.447	1	tRNA aminoacylation	P00958, P04801, P04802, P04803, P07263, P07284, P07806, P09436, P13188, P15180, P15624, P15625, P26637, P36421, P38088, P38705, P38707, P38708, P40825, P46655, P46672, P48525, P53852, Q05506, Q12109
.....GO:0051130	o	3.384	2.582	1.310	38	1123	29	1123	0.321	1	positive regulation of cellular component organization	P02829, P07248, P07253, P09959, P14832, P17891, P21560, P22147, P23293, P23301, P25694, P28707, P31378, P32447, P32558, P33297, P33298, P33299, P35817, P38300, P38351, P38827, P39001, P40466, P40489, P40513, P47117, P53165, P53168, P53267, P53549, P89105, Q01939, Q02336, Q05933, Q06440, Q06697, Q08179
...GO:0019222	o	26.803	20.481	1.309	301	1123	230	1123	0.000501	0.0448	regulation of metabolic process	O13297, O14467, P00445, P01120, P02293, P02309, P02829, P04147, P04807, P04911, P05755, P06101, P06105, P06786, P06843, P07248, P07253, P07259, P07260, P07278, P07806, P09436, P09798, P09959, P0C2H8, P0CX29, P10080, P10081, P11412, P11484, P11632, P11633, P12383, P13393, P13574, P14120, P14164, P14922, P15424, P15646, P15705, P15790, P15873, P16649, P17106, P17157, P17442, P17629, P17890, P18480, P18888, P19263, P19454, P19659, P20134, P20424, P21538, P21560, P21957, P21965, P22035, P22082, P22141, P22147, P22579, P23255, P23293, P23301, P23615, P24280, P25302, P25357, P25365, P25443, P25451, P25491, P25502, P25554, P25588, P25694, P26637, P26783, P27692, P28263, P28707, P29055, P29056, P29311, P29539, P29547, P31378, P31383, P31385, P32324, P32432, P32447, P32468, P32471, P32494, P32497, P32499, P32527, P32558, P32561, P32565, P32571, P32589, P32590, P32591, P32597, P32602, P32657, P32776, P32832, P32911, P33297, P33298, P33299, P33309, P33417, P33892, P34161, P34219, P34730, P35169, P35177, P35187, P35189, P35191, P35817, P36008, P36047, P36053, P36124, P36149, P36775, P38011, P38074, P38129, P38144, P38199, P38249, P38255, P38300, P38351, P38431, P38523, P38708, P38788, P38801, P38803, P38827, P38882, P38883, P38931, P39001, P39015, P39073, P39517, P39520, P39521, P39678, P39705, P39730, P39935, P39956, P39960, P40075, P40151, P40154, P40161, P40202, P40327, P40457, P40466, P40470, P40489, P40505, P40513, P40517, P40535, P40553, P40562, P40961, P41696, P41813, P41895, P41896, P41920, P42073, P43535, P43572, P43579, P43583, P43609, P45978, P46672, P46678, P49687, P50105, P52553, P53040, P53063, P53064, P53082, P53114, P53148, P53165, P53184, P53235, P53252, P53272, P53276, P53297, P53438, P53549, P53551, P53552, P53628, P53743, P53940, P53946, P53973, P80428, P89105, Q00416, Q01217, Q01389, Q01448, Q01560, Q01662, Q01939, Q02206, Q02336, Q02455, Q02642, Q02647, Q02792, Q02908, Q03012, Q03063, Q03195, Q03280, Q03330, Q03373, Q03388, Q03661, Q03750, Q03761, Q03790, Q03833, Q03940, Q03973, Q04003, Q04067, Q04116, Q04226, Q04401, Q04545, Q04673, Q04779, Q05021, Q05123, Q05543, Q05775, Q05958, Q06205, Q06337, Q06505, Q06629, Q06639, Q06671, Q06679, Q06697, Q07457, Q07458, Q07478, Q07794, Q07914, Q07953, Q08179, Q08421, Q08649, Q08887, Q08923, Q08925, Q12060, Q12114, Q12154, Q12159, Q12230, Q12335, Q12345, Q12363, Q12433, Q12434, Q12449, Q12508, Q12514, Q12692, Q99314
...GO:0016810	o	1.514	1.158	1.308	17	1123	13	1123	0.582	1	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	P00815, P07245, P09440, P20051, P28273, P32561, P38009, P38255, P40505, P47039, P53184, P53909, P53973, P54113, Q02890, Q06629, Q12178
......GO:0000027	o	1.514	1.158	1.308	17	1123	13	1123	0.582	1	ribosomal large subunit assembly	P04456, P05317, P05739, P0C0W9, P0CX53, P14126, P26321, P32892, P33201, P36160, P38803, P38805, P38883, P41805, Q02326, Q05942, Q08237
...GO:0048519	o	11.754	8.994	1.307	132	1123	101	1123	0.0377	0.964	negative regulation of biological process	P00445, P02293, P02309, P04147, P04911, P06105, P06786, P06843, P07248, P07259, P07278, P09798, P10080, P11412, P13574, P14120, P14164, P14922, P15705, P15873, P15891, P16649, P17106, P17157, P17442, P19263, P19659, P20134, P21951, P21957, P21965, P22579, P23615, P24280, P25357, P25588, P27692, P28263, P28495, P29311, P29539, P31383, P31385, P32447, P32471, P32499, P32561, P32597, P32657, P33417, P34161, P34730, P35169, P35187, P35817, P36047, P36124, P38011, P38074, P38144, P38255, P38266, P38351, P38431, P38827, P38850, P38891, P38911, P38931, P39001, P39015, P39073, P39517, P39520, P39521, P39705, P39956, P39960, P40075, P40161, P40457, P40466, P40489, P40505, P40562, P40961, P41813, P42073, P45978, P53064, P53082, P53148, P53184, P53252, P53272, P53551, P53860, P53973, Q01560, Q01662, Q01939, Q02336, Q02455, Q03012, Q03063, Q03373, Q03661, Q03833, Q04003, Q04116, Q04779, Q05543, Q06205, Q06440, Q06449, Q06629, Q06697, Q07457, Q07458, Q07478, Q07794, Q08649, Q08923, Q12156, Q12159, Q12230, Q12335, Q12345, Q12363, Q12508, Q12692, Q99314
...GO:0022411	o	2.671	2.048	1.304	30	1123	23	1123	0.404	1	cellular component disassembly	P01123, P05453, P06634, P10591, P11484, P12385, P16521, P20449, P24384, P25694, P31539, P32447, P32457, P32499, P32571, P32597, P32602, P32832, P33309, P41805, P43609, Q01560, Q02206, Q03048, Q03195, Q04067, Q05123, Q06411, Q06639, Q08421
....GO:0006637	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	acyl-CoA metabolic process	P00890, P12695, P16387, P16451, P19262, P30624, P32377, P32473, P52910, P53312, P53598, Q00955, Q01574
...GO:0051536	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	iron-sulfur cluster binding	P07264, P13382, P15436, P19414, P21951, P25374, P38859, P39522, P39533, Q02908, Q03195, Q08822, Q12428
......GO:0042026	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	protein refolding	P02829, P10591, P15108, P19882, P25491, P31539, P32589, P32590, P33416, P35191, P38523, P38910, P53691
...GO:0031967	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	organelle envelope	P12684, P15565, P21957, P27476, P33331, P38121, P40075, P40457, Q02455, Q02724, Q03281, Q03532, Q03707
..GO:0051540	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	metal cluster binding	P07264, P13382, P15436, P19414, P21951, P25374, P38859, P39522, P39533, Q02908, Q03195, Q08822, Q12428
.....GO:0032200	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	telomere organization	P06778, P15108, P25555, P25588, P29539, P35187, P38121, P38199, P38827, P38859, P39015, Q07457, Q12345
..GO:0031975	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	envelope	P12684, P15565, P21957, P27476, P33331, P38121, P40075, P40457, Q02455, Q02724, Q03281, Q03532, Q03707
...GO:0035383	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	thioester metabolic process	P00890, P12695, P16387, P16451, P19262, P30624, P32377, P32473, P52910, P53312, P53598, Q00955, Q01574
....GO:0060249	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	anatomical structure homeostasis	P06778, P15108, P25555, P25588, P29539, P35187, P38121, P38199, P38827, P38859, P39015, Q07457, Q12345
...GO:0000723	o	1.158	0.890	1.300	13	1123	10	1123	0.676	1	telomere maintenance	P06778, P15108, P25555, P25588, P29539, P35187, P38121, P38199, P38827, P38859, P39015, Q07457, Q12345
....GO:1903047	o	5.432	4.185	1.298	61	1123	47	1123	0.2	1	mitotic cell cycle process	P06786, P07560, P09798, P09959, P14682, P15873, P17157, P21951, P21965, P22579, P23615, P25302, P25588, P25694, P29295, P29311, P31383, P32457, P32468, P32504, P32521, P32561, P32597, P33309, P33322, P34161, P34730, P35187, P36047, P38198, P38351, P38833, P38891, P39678, P40466, P41813, P41920, P43609, P47037, P53148, P53168, P53267, P53865, P60010, P89105, Q01448, Q01454, Q02206, Q02647, Q02724, Q03280, Q03707, Q03790, Q04002, Q04116, Q05166, Q06639, Q07457, Q08887, Q12018, Q12114
..GO:0044085	o	5.076	3.918	1.295	57	1123	44	1123	0.222	1	cellular component biogenesis	P04037, P05737, P05759, P07253, P07280, P10962, P10964, P21560, P22138, P29295, P29547, P33201, P35169, P36009, P36080, P36136, P37838, P38112, P38300, P38345, P38961, P39744, P39935, P40007, P40024, P40078, P40693, P43586, P46669, P47006, P47019, P48164, P48234, P53136, P53261, P53313, P53914, P53927, P53941, P89886, Q01080, Q02892, Q03195, Q03532, Q04217, Q04225, Q04347, Q04401, Q04660, Q06214, Q06287, Q08179, Q08746, Q08972, Q12287, Q12754, Q99207
....GO:0034605	o	1.603	1.247	1.286	18	1123	14	1123	0.594	1	cellular response to heat	P09959, P15108, P15731, P15992, P21965, P22579, P22943, P25302, P31385, P31539, P31688, P32499, P33416, P39705, P40505, Q00764, Q05166, Q12449
...GO:0005832	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	chaperonin-containing T-complex	P10591, P10592, P12612, P39077, P39078, P39079, P40413, P47079, Q12329
......GO:0003690	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	double-stranded DNA binding	P06168, P19414, P21951, P38086, P38801, P38920, P40040, P40161, Q03973
....GO:0050660	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	flavin adenine dinucleotide binding	P07342, P09624, P39976, P41921, P46681, P53318, Q00711, Q06053, Q12480
........GO:0031396	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	regulation of protein ubiquitination	P25694, P29311, P31383, P34730, P38351, P53064, P53148, P89105, Q06697
.....GO:1903827	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	regulation of cellular protein localization	O13297, P25694, P29295, P40075, P40457, P53044, P53168, P53267, Q02455
....GO:0022626	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	cytosolic ribosome	P12945, P16521, P23301, P33892, P43535, P53235, Q01662, Q03195, Q08689
.....GO:0005816	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	spindle pole body	P29295, P30822, P31383, P32504, P38198, P40457, P53148, P53865, Q02455
....GO:0005815	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	microtubule organizing center	P29295, P30822, P31383, P32504, P38198, P40457, P53148, P53865, Q02455
.....GO:0007093	o	0.801	0.623	1.286	9	1123	7	1123	0.803	1	mitotic cell cycle checkpoint	P06786, P21951, P25588, P29311, P31383, P35187, P38891, P53148, Q07457
....GO:0009059	o	26.180	20.392	1.284	294	1123	229	1123	0.00138	0.0906	macromolecule biosynthetic process	O14467, P02406, P02407, P02994, P04449, P04456, P04801, P05317, P05737, P05738, P05739, P05740, P05744, P05747, P05748, P05749, P05750, P05755, P05756, P05759, P06778, P06843, P07248, P07263, P07280, P07284, P09938, P09959, P0C0T4, P0C0W9, P0C2H6, P0C2H8, P0C2I9, P0CX23, P0CX25, P0CX29, P0CX31, P0CX33, P0CX35, P0CX37, P0CX39, P0CX41, P0CX43, P0CX45, P0CX47, P0CX49, P0CX53, P0CX55, P0CX84, P10591, P10664, P10964, P11484, P11632, P11633, P12383, P12385, P12687, P13382, P13393, P13574, P14120, P14126, P14164, P14682, P14742, P14922, P15424, P15436, P15873, P16474, P16521, P16649, P17076, P17106, P17558, P17629, P17890, P18480, P18888, P19263, P19955, P20134, P21538, P21951, P21957, P22035, P22082, P22138, P22354, P22579, P23248, P23255, P23293, P23301, P23615, P25039, P25302, P25441, P25443, P25502, P25554, P25567, P25588, P26321, P26783, P26784, P26785, P26793, P27692, P29055, P29311, P29453, P29547, P29952, P31385, P32324, P32432, P32445, P32447, P32471, P32494, P32527, P32558, P32561, P32591, P32597, P32657, P32776, P32832, P32861, P32911, P33309, P33417, P33442, P34161, P34167, P34247, P34730, P35169, P35177, P35189, P35691, P35817, P35997, P36008, P36053, P36124, P36534, P37012, P38088, P38121, P38129, P38144, P38199, P38255, P38351, P38701, P38705, P38754, P38788, P38859, P38882, P38931, P38996, P39001, P39015, P39073, P39520, P39521, P39678, P39925, P39927, P39938, P39956, P40040, P40154, P40161, P40185, P40212, P40466, P40470, P40489, P40505, P40525, P40535, P40553, P41057, P41058, P41696, P41805, P41895, P41896, P41940, P42073, P43572, P43579, P43609, P46669, P46784, P46957, P46990, P47006, P47110, P47124, P48164, P48525, P48589, P49166, P49167, P49723, P50105, P53040, P53063, P53064, P53114, P53163, P53165, P53221, P53261, P53276, P53438, P53552, P53617, P53628, P53875, P53946, P53973, P61830, P80428, P89105, P89886, Q00416, Q01080, Q01163, Q01329, Q01448, Q01454, Q01855, Q02206, Q02326, Q02336, Q02555, Q02642, Q02753, Q02792, Q02908, Q02950, Q03280, Q03330, Q03434, Q03661, Q03750, Q03761, Q03799, Q03833, Q03940, Q03973, Q04003, Q04116, Q04226, Q04545, Q04673, Q04779, Q05021, Q05123, Q05543, Q05775, Q05958, Q06224, Q06337, Q06505, Q06629, Q06639, Q06679, Q06697, Q07457, Q07458, Q07478, Q07794, Q08421, Q08649, Q08887, Q08923, Q12060, Q12159, Q12345, Q12363, Q12433, Q12514, Q12672, Q12692, Q3E754, Q99314
.....GO:0022618	o	5.254	4.096	1.283	59	1123	46	1123	0.23	1	ribonucleoprotein complex assembly	P02407, P02829, P04456, P05317, P05739, P05759, P09064, P0C0W9, P0CX47, P0CX53, P14126, P15108, P20095, P24384, P24783, P26321, P27476, P28004, P28320, P32497, P32639, P32892, P32911, P33201, P33411, P34167, P35997, P36084, P36160, P38249, P38431, P38768, P38803, P38805, P38883, P39517, P39730, P39935, P40040, P41805, P45978, P53064, P53297, P53743, Q02326, Q02775, Q02892, Q03940, Q04067, Q04693, Q05775, Q05942, Q06106, Q06411, Q06697, Q07953, Q08237, Q12309, Q12389
....GO:0034655	o	3.651	2.850	1.281	41	1123	32	1123	0.341	1	nucleobase-containing compound catabolic process	P01123, P05453, P07260, P15436, P16550, P22147, P24783, P25555, P25694, P26793, P33201, P33309, P38336, P38801, P38996, P39073, P39517, P39954, P40327, P41812, P46957, P47047, P47110, P47119, P48240, P53044, P53063, P53272, P53617, P53725, P53833, P53905, Q01939, Q02555, Q02792, Q05635, Q08162, Q12149, Q12514, Q12692, Q99383
....GO:0071826	o	5.699	4.452	1.280	64	1123	50	1123	0.211	1	ribonucleoprotein complex subunit organization	P02407, P02829, P04456, P05317, P05739, P05759, P06634, P09064, P0C0W9, P0CX47, P0CX53, P10591, P14126, P15108, P20095, P24384, P24783, P26321, P27476, P28004, P28320, P31539, P32497, P32639, P32892, P32911, P33201, P33309, P33411, P34167, P35997, P36084, P36160, P38249, P38431, P38768, P38803, P38805, P38883, P39517, P39730, P39935, P40040, P41805, P45978, P53064, P53297, P53743, Q02326, Q02775, Q02892, Q03195, Q03940, Q04067, Q04693, Q05775, Q05942, Q06106, Q06411, Q06697, Q07953, Q08237, Q12309, Q12389
......GO:0006913	o	6.144	4.809	1.278	69	1123	54	1123	0.194	1	nucleocytoplasmic transport	P02994, P05750, P06787, P07280, P0CX55, P10592, P11484, P14907, P17629, P20449, P20676, P23615, P25443, P25491, P25555, P25627, P26783, P30822, P32499, P32527, P32583, P32832, P33331, P36036, P38074, P38805, P38883, P39705, P39715, P39938, P40010, P40024, P40040, P40069, P40457, P40517, P41920, P43583, P46784, P46947, P47077, P49687, P52918, P53165, P53254, P53276, P53313, P53552, P53742, Q00955, Q01560, Q01855, Q02455, Q02821, Q02892, Q03195, Q03280, Q03790, Q05166, Q06338, Q06505, Q07478, Q08746, Q08972, Q12080, Q12159, Q12363, Q12499, Q12751
.....GO:0051169	o	6.144	4.809	1.278	69	1123	54	1123	0.194	1	nuclear transport	P02994, P05750, P06787, P07280, P0CX55, P10592, P11484, P14907, P17629, P20449, P20676, P23615, P25443, P25491, P25555, P25627, P26783, P30822, P32499, P32527, P32583, P32832, P33331, P36036, P38074, P38805, P38883, P39705, P39715, P39938, P40010, P40024, P40040, P40069, P40457, P40517, P41920, P43583, P46784, P46947, P47077, P49687, P52918, P53165, P53254, P53276, P53313, P53552, P53742, Q00955, Q01560, Q01855, Q02455, Q02821, Q02892, Q03195, Q03280, Q03790, Q05166, Q06338, Q06505, Q07478, Q08746, Q08972, Q12080, Q12159, Q12363, Q12499, Q12751
